Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/20/2020,03/07/2020,03/07/2020,By week,Massachusetts,Week-ending,,1213,0.99,86,0,16,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Massachusetts,Week-ending,0,1305,1.13,93,0,15,108,
05/20/2020,03/21/2020,03/21/2020,By week,Massachusetts,Week-ending,,1165,1.02,107,,11,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Massachusetts,Week-ending,47,1282,1.06,133,19,11,170,
05/20/2020,04/04/2020,04/04/2020,By week,Massachusetts,Week-ending,224,1536,1.28,252,119,11,367,
05/20/2020,04/11/2020,04/11/2020,By week,Massachusetts,Week-ending,622,2011,1.7,368,234,,758,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Massachusetts,Week-ending,1061,2424,2.11,478,344,,1199,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Massachusetts,Week-ending,1110,2382,2.14,518,403,,1226,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Massachusetts,Week-ending,926,2065,1.81,425,337,,1015,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Massachusetts,Week-ending,719,1719,1.58,350,280,,791,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Massachusetts,Week-ending,186,710,0.65,80,55,0,211,
05/20/2020,02/01/2020,02/01/2020,By week,Michigan,Week-ending,0,1999,1.02,116,0,12,128,
05/20/2020,02/08/2020,02/08/2020,By week,Michigan,Week-ending,0,1929,0.95,132,0,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Michigan,Week-ending,0,2007,1.02,110,0,18,128,
05/20/2020,02/22/2020,02/22/2020,By week,Michigan,Week-ending,0,2051,1.04,131,0,27,158,
05/20/2020,02/29/2020,02/29/2020,By week,Michigan,Week-ending,0,1958,0.98,99,0,26,125,
05/20/2020,03/07/2020,03/07/2020,By week,Michigan,Week-ending,0,1965,0.99,110,0,26,136,
05/20/2020,03/14/2020,03/14/2020,By week,Michigan,Week-ending,,1929,0.98,132,,25,157,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Michigan,Week-ending,16,1984,1.03,130,,30,170,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Michigan,Week-ending,204,2354,1.22,267,100,23,394,
05/20/2020,04/04/2020,04/04/2020,By week,Michigan,Week-ending,596,2964,1.52,544,318,17,837,
05/20/2020,04/11/2020,04/11/2020,By week,Michigan,Week-ending,819,3143,1.63,617,411,,1033,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Michigan,Week-ending,803,2892,1.57,575,421,,961,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Michigan,Week-ending,559,2442,1.3,399,266,,693,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Michigan,Week-ending,380,2153,1.18,272,177,,477,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Michigan,Week-ending,155,1290,0.71,141,73,,225,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Michigan,Week-ending,,185,0.1,15,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Minnesota,Week-ending,0,941,1.02,76,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Minnesota,Week-ending,0,918,0.99,60,0,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Minnesota,Week-ending,0,938,1.02,51,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Minnesota,Week-ending,0,911,1.01,63,0,13,76,
05/20/2020,02/29/2020,02/29/2020,By week,Minnesota,Week-ending,0,929,1.07,67,0,17,84,
05/20/2020,03/07/2020,03/07/2020,By week,Minnesota,Week-ending,0,941,1.07,69,0,17,86,
05/20/2020,03/14/2020,03/14/2020,By week,Minnesota,Week-ending,0,873,1.03,49,0,16,65,
05/20/2020,03/21/2020,03/21/2020,By week,Minnesota,Week-ending,,888,1.01,66,,15,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Minnesota,Week-ending,11,898,1.06,60,,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Minnesota,Week-ending,22,909,1.06,59,,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Minnesota,Week-ending,43,920,1.02,91,18,,118,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Minnesota,Week-ending,72,918,1.08,87,22,,137,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Minnesota,Week-ending,126,952,1.15,91,39,0,178,
05/20/2020,05/02/2020,05/02/2020,By week,Minnesota,Week-ending,135,931,1.11,86,35,,187,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Minnesota,Week-ending,136,871,1.02,76,38,,176,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Minnesota,Week-ending,25,456,0.54,28,,0,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Mississippi,Week-ending,0,601,0.92,51,0,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Mississippi,Week-ending,0,701,1.02,56,0,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Mississippi,Week-ending,0,642,0.98,50,0,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Mississippi,Week-ending,0,623,0.96,43,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Mississippi,Week-ending,0,662,1.08,56,0,10,66,
05/20/2020,03/07/2020,03/07/2020,By week,Mississippi,Week-ending,0,646,1.03,55,0,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Mississippi,Week-ending,0,611,0.96,49,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Mississippi,Week-ending,,611,0.97,50,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Mississippi,Week-ending,15,681,1.16,62,,,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Mississippi,Week-ending,50,690,1.11,82,22,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Mississippi,Week-ending,60,671,1.12,81,33,,109,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Mississippi,Week-ending,60,705,1.19,87,29,0,118,
05/20/2020,04/25/2020,04/25/2020,By week,Mississippi,Week-ending,52,690,1.16,70,21,0,101,
05/20/2020,05/02/2020,05/02/2020,By week,Mississippi,Week-ending,85,628,1.07,70,38,0,117,
05/20/2020,05/09/2020,05/09/2020,By week,Mississippi,Week-ending,45,499,0.84,47,16,0,76,
05/20/2020,05/16/2020,05/16/2020,By week,Mississippi,Week-ending,,150,0.26,18,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Missouri,Week-ending,0,1351,1,86,0,12,98,
05/20/2020,02/08/2020,02/08/2020,By week,Missouri,Week-ending,0,1315,0.97,71,0,,75,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Missouri,Week-ending,0,1331,0.94,65,0,13,78,
05/20/2020,02/22/2020,02/22/2020,By week,Missouri,Week-ending,0,1342,1,61,0,30,91,
05/20/2020,02/29/2020,02/29/2020,By week,Missouri,Week-ending,0,1339,1.03,88,0,24,112,
05/20/2020,03/07/2020,03/07/2020,By week,Missouri,Week-ending,0,1345,1.03,85,0,22,107,
05/20/2020,03/14/2020,03/14/2020,By week,Missouri,Week-ending,0,1257,0.96,76,0,21,97,
05/20/2020,03/21/2020,03/21/2020,By week,Missouri,Week-ending,,1217,0.91,63,,22,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Missouri,Week-ending,14,1262,0.99,101,,13,121,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Missouri,Week-ending,49,1206,0.99,104,22,,137,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Missouri,Week-ending,83,1352,1.12,99,23,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Missouri,Week-ending,69,1205,0.98,85,16,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Missouri,Week-ending,89,1186,0.97,103,36,0,156,
05/20/2020,05/02/2020,05/02/2020,By week,Missouri,Week-ending,81,1059,0.85,74,26,0,129,
05/20/2020,05/09/2020,05/09/2020,By week,Missouri,Week-ending,45,794,0.67,56,16,0,85,
05/20/2020,05/16/2020,05/16/2020,By week,Missouri,Week-ending,,332,0.28,11,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Montana,Week-ending,0,218,1.05,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Montana,Week-ending,0,202,0.94,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Montana,Week-ending,0,198,0.9,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Montana,Week-ending,0,218,0.97,15,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Montana,Week-ending,0,235,1.14,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Montana,Week-ending,0,219,0.96,12,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Montana,Week-ending,0,218,1.06,11,0,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Montana,Week-ending,0,227,1.1,21,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Montana,Week-ending,,206,1.13,21,,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Montana,Week-ending,,176,0.86,13,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Montana,Week-ending,0,212,1.08,10,0,0,10,
05/20/2020,04/18/2020,04/18/2020,By week,Montana,Week-ending,,187,0.92,11,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Montana,Week-ending,,172,0.89,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Montana,Week-ending,,151,0.82,,,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Montana,Week-ending,0,94,0.49,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Montana,Week-ending,0,32,0.17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Nebraska,Week-ending,0,373,1.07,29,0,,35,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Nebraska,Week-ending,0,345,0.94,21,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Nebraska,Week-ending,0,326,0.95,28,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Nebraska,Week-ending,0,317,0.88,29,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Nebraska,Week-ending,0,340,0.99,22,0,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Nebraska,Week-ending,0,355,1.02,29,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Nebraska,Week-ending,0,339,0.96,24,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Nebraska,Week-ending,0,348,1.11,31,0,,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Nebraska,Week-ending,,326,0.93,21,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Nebraska,Week-ending,,302,0.88,29,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Nebraska,Week-ending,10,315,0.97,19,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,Nebraska,Week-ending,,274,0.86,24,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Nebraska,Week-ending,11,287,0.91,20,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,Nebraska,Week-ending,16,305,0.95,23,,0,33,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,Nebraska,Week-ending,10,219,0.7,18,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,Nebraska,Week-ending,,63,0.2,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,Nevada,Week-ending,0,529,1,32,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,Nevada,Week-ending,0,578,1.07,45,0,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,Nevada,Week-ending,0,527,1.05,29,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,Nevada,Week-ending,0,542,1.06,25,0,,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,Nevada,Week-ending,0,540,0.99,39,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,Nevada,Week-ending,0,532,1.03,32,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,Nevada,Week-ending,0,508,0.95,45,0,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,Nevada,Week-ending,,501,0.98,47,,,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,Nevada,Week-ending,18,529,1.08,56,15,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,Nevada,Week-ending,41,579,1.13,72,31,,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,Nevada,Week-ending,52,567,1.12,87,41,0,98,
05/20/2020,04/18/2020,04/18/2020,By week,Nevada,Week-ending,40,523,1.04,48,30,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,Nevada,Week-ending,56,513,1,75,46,0,85,
05/20/2020,05/02/2020,05/02/2020,By week,Nevada,Week-ending,37,468,0.95,57,26,0,68,
05/20/2020,05/09/2020,05/09/2020,By week,Nevada,Week-ending,24,379,0.79,32,15,0,41,
05/20/2020,05/16/2020,05/16/2020,By week,Nevada,Week-ending,,138,0.29,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,New Hampshire,Week-ending,0,240,0.89,12,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,New Hampshire,Week-ending,0,257,1.01,12,0,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,New Hampshire,Week-ending,0,236,0.87,10,0,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,New Hampshire,Week-ending,0,277,1.05,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,New Hampshire,Week-ending,0,227,0.94,14,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,New Hampshire,Week-ending,0,267,1.05,16,0,,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,New Hampshire,Week-ending,0,238,1.01,19,0,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,New Hampshire,Week-ending,0,252,1.09,20,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,New Hampshire,Week-ending,,258,1.09,24,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,New Hampshire,Week-ending,10,245,0.96,13,,,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,New Hampshire,Week-ending,18,269,1.24,25,,0,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,New Hampshire,Week-ending,15,241,1.01,16,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,New Hampshire,Week-ending,16,269,1.09,30,,0,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,New Hampshire,Week-ending,32,259,1.1,19,,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/09/2020,05/09/2020,By week,New Hampshire,Week-ending,37,278,1.16,21,,0,51,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,New Hampshire,Week-ending,15,150,0.67,17,,0,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,New Jersey,Week-ending,0,1512,0.95,84,0,10,94,
05/20/2020,02/08/2020,02/08/2020,By week,New Jersey,Week-ending,0,1488,0.92,82,0,11,93,
05/20/2020,02/15/2020,02/15/2020,By week,New Jersey,Week-ending,0,1482,0.93,77,0,,84,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,New Jersey,Week-ending,0,1486,0.97,79,0,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,New Jersey,Week-ending,0,1569,1.04,90,0,12,102,
05/20/2020,03/07/2020,03/07/2020,By week,New Jersey,Week-ending,0,1500,0.98,87,0,11,98,
05/20/2020,03/14/2020,03/14/2020,By week,New Jersey,Week-ending,,1464,1,87,0,,97,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,New Jersey,Week-ending,35,1582,1.06,118,21,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,New Jersey,Week-ending,270,2103,1.44,330,146,12,466,
05/20/2020,04/04/2020,04/04/2020,By week,New Jersey,Week-ending,1120,3427,2.34,861,578,10,1411,
05/20/2020,04/11/2020,04/11/2020,By week,New Jersey,Week-ending,2079,4561,3.2,1344,1049,,2377,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/18/2020,04/18/2020,By week,New Jersey,Week-ending,2145,4432,3.13,1239,997,,2390,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/25/2020,04/25/2020,By week,New Jersey,Week-ending,1616,3519,2.58,1017,814,,1821,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/02/2020,05/02/2020,By week,New Jersey,Week-ending,1037,2507,1.8,640,526,0,1151,
05/20/2020,05/09/2020,05/09/2020,By week,New Jersey,Week-ending,430,1469,1.09,251,202,0,479,
05/20/2020,05/16/2020,05/16/2020,By week,New Jersey,Week-ending,57,355,0.26,36,25,0,68,
05/20/2020,02/01/2020,02/01/2020,By week,New Mexico,Week-ending,0,361,0.97,26,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/08/2020,02/08/2020,By week,New Mexico,Week-ending,0,360,0.9,19,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/15/2020,02/15/2020,By week,New Mexico,Week-ending,0,377,1.01,33,0,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/22/2020,02/22/2020,By week,New Mexico,Week-ending,0,373,0.96,23,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/29/2020,02/29/2020,By week,New Mexico,Week-ending,0,389,1.01,24,0,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/07/2020,03/07/2020,By week,New Mexico,Week-ending,0,381,1.04,23,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/14/2020,03/14/2020,By week,New Mexico,Week-ending,0,329,0.87,21,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/21/2020,03/21/2020,By week,New Mexico,Week-ending,0,368,0.99,27,0,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,03/28/2020,03/28/2020,By week,New Mexico,Week-ending,,344,0.97,22,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/04/2020,04/04/2020,By week,New Mexico,Week-ending,,377,1.05,30,,0,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,04/11/2020,04/11/2020,By week,New Mexico,Week-ending,21,375,0.99,35,10,0,46,
05/20/2020,04/18/2020,04/18/2020,By week,New Mexico,Week-ending,31,382,1.1,39,18,0,52,
05/20/2020,04/25/2020,04/25/2020,By week,New Mexico,Week-ending,34,340,0.95,34,14,0,54,
05/20/2020,05/02/2020,05/02/2020,By week,New Mexico,Week-ending,45,310,0.87,28,21,0,52,
05/20/2020,05/09/2020,05/09/2020,By week,New Mexico,Week-ending,33,261,0.72,21,,0,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,05/16/2020,05/16/2020,By week,New Mexico,Week-ending,,82,0.24,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,02/01/2020,By week,New York,Week-ending,0,2017,0.98,145,0,16,161,
05/20/2020,02/08/2020,02/08/2020,By week,New York,Week-ending,0,2046,0.96,149,0,21,170,
05/20/2020,02/15/2020,02/15/2020,By week,New York,Week-ending,0,1970,0.96,159,0,14,173,
